dt,program_title,device_name,country_code,product_type,unique_users,content_count
2018-10-01,Pulp Fiction,lg2016xdk,no,est,1,1
2018-10-01,Det Store Eksperimentet,samsung2012xdk,no,svod,1,1
2018-10-01,Maze Runner: The Death Cure,chromecast,dk,est,1,1
2018-10-01,The Final Girls,androidxdk,fi,svod,1,1
2018-10-01,Sverige idag,androiddash,se,svod,1,1
2018-10-01,The Big Bang Theory,ios,dk,svod,1,1
2018-10-01,The Amazing World of Gumball,pcdashpr,dk,svod,1,1
2018-10-01,The Guernsey Literary and Potato Peel Pie Society,chromecast,no,tvod,1,1
2018-10-01,The Conjuring 2,pcdash,fi,tvod,1,1
2018-10-01,The Emoji Movie,chromecast,dk,svod,1,1
2018-10-01,The History of Italian Food: Delizia,ios,dk,svod,1,1
2018-10-01,The Walking Dead,samsung2018xdk,no,svod,1,1
2018-10-01,1. Division,pcdash,dk,svod,1,1
2018-10-01,Deadpool 2,pchls,dk,est,1,1
2018-10-01,Postman Pat: Special Delivery Service,samsung2014xdk,no,svod,1,1
2018-10-01,Curious George,ios,dk,svod,1,1
2018-10-01,How I Live Now,androiddash,se,svod,1,1
2018-10-01,Taxi 3,androiddash,no,tvod,1,1
2018-10-01,Far til fires vilde ferie,androidxdk,dk,tvod,1,1
2018-10-01,TV3 Dokumentär,lg2016xdk,se,svod,1,1
2018-10-01,Wayward Pines,samsung2016xdk,no,svod,1,1
2018-10-01,The Wolf of Wall Street,samsung2015xdk,fi,tvod,1,1
2018-10-01,Frasier,lg2012xdk,dk,svod,1,1
2018-10-01,Logan,lg2016xdk,dk,tvod,1,1
2018-10-01,The Simpsons,ios,dk,svod,1,2
2018-10-01,The X-Files,samsung2012xdk,dk,svod,1,1
2018-10-01,The Lord of the Rings: The Return of the King,pchls,no,tvod,1,1
2018-10-01,Deep,ps4xdk,se,svod,1,1
2018-10-01,Planes: Fire & Rescue,chromecast,dk,est,1,1
2018-10-01,The Last of the Mohicans,androidxdk,se,tvod,1,1
2018-10-01,Dora the Explorer,lg2017xdk,dk,svod,1,1
2018-10-01,The Hunger Games: Mockingjay - Part 1,androiddash,dk,tvod,1,1
2018-10-01,2001: A Space Odyssey,pcdash,no,tvod,1,1
2018-10-01,A Quiet Place,pcdash,fi,tvod,1,1
2018-10-01,Fifty Shades Darker,samsung2013xdk,se,tvod,1,1
2018-10-01,Matrix Reloaded,ios,se,tvod,1,1
2018-10-01,Logan & Logan Noir,pcdash,fi,est,1,1
2018-10-01,Utøya 22. juli,pcdashpr,se,est,1,1
2018-10-01,Salem,samsung2016xdk,dk,svod,1,1
2018-10-01,Fifty Shades Darker,lg2015xdk,fi,tvod,1,1
2018-10-01,UFC Unleashed,pcdash,se,svod,1,1
2018-10-01,Underground,chromecast,dk,svod,1,1
2018-10-01,Miami Vice,ios,dk,tvod,1,1
2018-10-01,Kingsman: The Golden Circle,ps4xdk,dk,tvod,1,1
2018-10-01,A Cure For Wellness,chromecast,dk,tvod,1,1
2018-10-01,I Feel Pretty,samsung2016xdk,fi,est,1,1
2018-10-01,Adventure Time,androidxdk,dk,svod,1,1
2018-10-01,Familien Thunderman,pchls,dk,svod,1,1
2018-10-01,Pirates of the Caribbean: Dead Men Tell No Tales,ios,fi,est,1,1
2018-10-01,The Social Network,pchls,dk,svod,1,1
2018-10-01,Peter Rabbit,chromecast,no,est,1,1
2018-10-01,Avatar,chromecast,no,tvod,1,1
2018-10-01,The Wolverine,pcdash,dk,tvod,1,1
2018-10-01,Morgan,pcdash,no,svod,1,1
2018-10-01,Dora and Friends: Into the City!,samsung2015xdk,fi,svod,1,1
2018-10-01,Sex And The City,ps4xdk,no,tvod,1,1
2018-10-01,Flickan Som Lekte med Elden,samsung2017xdk,se,tvod,1,1
2018-10-01,Fast Five,pcdash,se,est,1,1
2018-10-01,Predator 2,ps3xdk,se,tvod,1,1
2018-10-01,Suicide Squad (Extended Cut),pchls,dk,est,1,1
2018-10-01,Jurassic Park,pcdash,se,est,1,1
2018-10-01,NHL Live,samsung2016xdk,no,svod,1,1
2018-10-01,"X-Files, The",androiddash,no,svod,1,1
2018-10-01,Midsomer Murders,atv,se,svod,1,1
2018-10-01,Planes,samsung2016xdk,se,est,1,1
2018-10-01,Call Me By Your Name,pcdash,dk,tvod,1,1
2018-10-01,Naboer,pcdash,no,tvod,1,1
2018-10-01,Deadpool 2,lg2018xdk,se,tvod,1,1
2018-10-01,Ingen utan skuld,androiddash,fi,svod,1,1
2018-10-01,Get Out,androiddash,fi,svod,1,1
2018-10-01,Saw,pcdash,se,tvod,1,1
2018-10-01,How I Met Your Mother,pchls,se,svod,1,1
2018-10-01,Inside Out,pcdashpr,no,est,1,1
2018-10-01,The Last Samurai,pcdash,no,tvod,1,1
2018-10-01,UFC Main event,chromecast,se,svod,1,1
2018-10-01,Lego City,samsung2013xdk,fi,svod,1,3
2018-10-01,iCarly,lg2016xdk,no,svod,1,1
2018-10-01,Good Time,androiddash,dk,tvod,1,1
2018-10-01,Piggy Tales,samsung2013xdk,fi,svod,1,1
2018-10-01,The Twilight Saga: Breaking Dawn - Part 1,pcdash,no,svod,1,1
2018-10-01,Trolljakten,androiddash,se,svod,1,1
2018-10-01,Gris Geit Banan Siriss,samsung2017xdk,se,svod,1,1
2018-10-01,"Smurfs, The Lost Village",androiddash,se,est,1,1
2018-10-01,The Jungle Book,samsung2015xdk,no,est,1,1
2018-10-01,Wall Street,atv,dk,svod,1,1
2018-10-01,A Quiet Place,pcdashpr,fi,tvod,1,1
2018-10-01,Modern family,androiddash,se,svod,1,1
2018-10-01,Lyxfällan,lg2013xdk,se,svod,1,1
2018-10-01,Masha i Medved,pcdash,fi,svod,1,1
2018-10-01,Min nabo er morder,atv,dk,svod,1,1
2018-10-01,All of My Heart,pchls,dk,svod,1,1
2018-10-01,Blockers,lg2017xdk,fi,tvod,1,1
2018-10-01,Bilprovningen,samsung2016xdk,se,svod,1,1
2018-10-01,Pitch Perfect 2,ps4xdk,no,tvod,1,1
2018-10-01,National Treasure,samsung2015xdk,se,svod,1,1
2018-10-01,Taxi 3,ios,se,tvod,1,1
2018-10-01,The Maze Runner,androiddash,no,tvod,1,1
2018-10-01,Are You the One? - Sverige,lg2017xdk,se,svod,1,1
2018-10-01,The Mountain Between Us,androiddash,fi,tvod,1,1
2018-10-01,Fritt Vilt II,ps4xdk,no,tvod,1,1
2018-10-01,Ace Ventura: When Nature Calls,pcdash,se,tvod,1,1
2018-10-01,The Dark Tower,samsung2016xdk,se,svod,1,1
2018-10-01,Ninjago: Masters of Spinjitzu,samsung2015xdk,no,svod,1,1
2018-10-01,Alvin & the Chipmunks,androiddash,se,tvod,1,1
2018-10-01,Avatar,androiddash,dk,tvod,1,1
2018-10-01,Dicte,chromecast,se,svod,1,1
2018-10-01,Little Charmers,samsung2015xdk,se,svod,1,1
2018-10-01,Teenage Mutant Ninja Turtles: Out of the Shadows,ios,no,tvod,1,1
2018-10-01,Brille,androiddash,no,svod,1,1
2018-10-01,Poketto Monsutā,samsung2015xdk,fi,svod,1,1
2018-10-01,Magnum P.I.,samsung2017xdk,no,svod,1,1
2018-10-01,Viking Dead,androiddash,dk,svod,1,1
2018-10-01,Tree Fu Tom,androiddash,no,svod,1,1
2018-10-01,This Means War,androiddash,no,tvod,1,1
2018-10-01,The Blacklist,lg2015xdk,fi,svod,1,1
2018-10-01,Pearl Harbor,chromecast,dk,tvod,1,1
2018-10-01,Justice League,lg2018xdk,dk,est,1,1
2018-10-01,Pirates Of The Caribbean: At World's End,lg2017xdk,no,est,1,1
2018-10-01,The Intern,pchls,fi,est,1,1
2018-10-01,Curious George,xboxonexdk,se,svod,1,1
2018-10-01,The Conjuring 2,ps4xdk,dk,tvod,1,1
2018-10-01,The Mechanic,ps4xdk,dk,svod,1,1
2018-10-01,The Age of Adaline,ios,no,est,1,1
2018-10-01,Buddenbrooks,ios,se,svod,1,1
2018-10-01,Downsizing,samsung2015xdk,dk,tvod,1,1
2018-10-01,Descendants,samsung2017xdk,se,est,1,1
2018-10-01,The Avengers,pchls,se,est,1,1
2018-10-01,The Longest Ride,ios,se,tvod,1,1
2018-10-01,Insurgent,samsung2013xdk,no,svod,1,1
2018-10-01,Just Friends,androiddash,fi,svod,1,1
2018-10-01,11.22.63,ps4xdk,fi,svod,1,1
2018-10-01,Harry Potter and the Chamber of Secrets,samsung2014xdk,no,tvod,1,1
2018-10-01,Forsidefruer,samsung2012xdk,dk,svod,1,1
2018-10-01,Tinker Bell,samsung2016xdk,no,svod,1,1
2018-10-01,Saw 3D,ps4xdk,no,tvod,1,1
2018-10-01,The Good Wife,atv,fi,svod,1,1
2018-10-01,The Lord of the Rings: The Two Towers,samsung2016xdk,fi,tvod,1,1
2018-10-01,Finding Dory,ps4xdk,no,est,1,1
2018-10-01,Unlocked,androiddash,se,svod,1,1
2018-10-01,The Expendables 2,ps4xdk,fi,tvod,1,1
2018-10-01,Baywatch,samsung2013xdk,se,tvod,1,1
2018-10-01,Mit plastikmareridt,chromecast,dk,svod,1,1
2018-10-01,The Hangover Part III,androiddash,se,tvod,1,1
2018-10-01,Water for Elephants,ios,dk,svod,1,1
2018-10-01,Sing,samsung2017xdk,se,tvod,1,1
2018-10-01,Limitless,pcdash,dk,svod,1,1
2018-10-01,The Imitation Game,lg2016xdk,se,tvod,1,1
2018-10-01,Ultimate Spider-Man,pcdash,se,svod,1,1
2018-10-01,Pitch Perfect,atv,no,est,1,1
2018-10-01,Independence Day,pcdash,se,tvod,1,1
2018-10-01,Conor McGregor: Notorious,androiddash,se,tvod,1,1
2018-10-01,Den 12. mann,pchls,no,est,1,1
2018-10-01,How I Met Your Mother,ps3xdk,fi,svod,1,2
2018-10-01,Jumanji: Welcome to the Jungle,ios,fi,tvod,1,1
2018-10-01,Varasto 2,lg2018xdk,fi,tvod,1,1
2018-10-01,Ingen utan skuld,samsung2014xdk,dk,svod,1,1
2018-10-01,Fifty Shades Freed,androidxdk,fi,est,1,1
2018-10-01,New Year's Eve,ios,no,tvod,1,1
2018-10-01,Singleliv,atv,dk,svod,1,1
2018-10-01,Dracula Untold,samsung2014xdk,dk,tvod,1,1
2018-10-01,Stronger,androiddash,dk,svod,1,1
2018-10-01,Home Alone 2: Lost in New York,samsung2015xdk,no,tvod,1,1
2018-10-01,Harry Potter and the Prisoner of Azkaban,samsung2014xdk,se,tvod,1,1
2018-10-01,Creed,samsung2012xdk,fi,tvod,1,1
2018-10-01,Absentia,samsung2013xdk,dk,svod,1,1
2018-10-01,Ready Player One,androiddash,dk,tvod,1,1
2018-10-01,Finding Dory,samsung2014xdk,no,est,1,1
2018-10-01,Varg Veum,atv,se,svod,1,1
2018-10-01,"Ant Bully, The",ios,dk,tvod,1,1
2018-10-01,Så længe jeg lever,samsung2016xdk,dk,tvod,1,1
2018-10-01,The Incredibles,samsung2015xdk,dk,svod,1,1
2018-10-01,The Maze Runner,chromecast,no,tvod,1,1
2018-10-01,The Foreigner,chromecast,dk,tvod,1,1
2018-10-01,Thor: Ragnarok,chromecast,no,svod,1,1
2018-10-01,Batman Begins,ios,se,tvod,1,1
2018-10-01,Okkupert,chromecast,dk,svod,1,1
2018-10-01,Futurama,atv,fi,svod,1,1
2018-10-01,Terminator Genisys,androiddash,se,tvod,1,1
2018-10-01,Transformers: Revenge of the Fallen,samsung2016xdk,fi,tvod,1,1
2018-10-01,Gringo,ps4xdk,no,tvod,1,1
2018-10-01,Billions,xboxonexdk,dk,svod,1,1
2018-10-01,Complications,ios,se,svod,1,1
2018-10-01,Harry Potter and the Deathly Hallows: Part 2,samsung2015xdk,no,tvod,1,1
2018-10-01,Gekijouban Pokketo monsutâ Besuto wisshu: Bikutini to shiroku eiyuu Reshiramu,atv,no,tvod,1,1
2018-10-01,Scooby-Doo,samsung2014xdk,dk,tvod,1,1
2018-10-01,"Love, Rosie",pchls,no,tvod,1,1
2018-10-01,The Endless,ios,dk,tvod,1,1
2018-10-01,Gråtass - Hemmeligheten på gården,samsung2016xdk,no,tvod,1,1
2018-10-01,Cars,samsung2017xdk,fi,est,1,1
2018-10-01,Absentia,pchls,no,svod,1,1
2018-10-01,Swing Vote,lg2016xdk,dk,svod,1,1
2018-10-01,Planet Europe,atv,se,svod,1,1
2018-10-01,Harry Potter and the Goblet of Fire,samsung2017xdk,no,tvod,1,1
2018-10-01,Familjen Green i Storstan,ios,dk,svod,1,1
2018-10-01,Love Actually,chromecast,no,tvod,1,1
2018-10-01,The Death of Stalin,pcdash,no,tvod,1,1
2018-10-01,Kingsman: The Golden Circle,samsung2015xdk,se,tvod,1,1
2018-10-01,The Haunted Hathaways,lg2016xdk,se,svod,1,1
2018-10-01,Fresh Off the Boat,atv,no,svod,1,1
2018-10-01,Hotel Transylvania 2,androiddash,fi,est,1,1
2018-10-01,Dear John,chromecast,dk,svod,1,1
2018-10-01,Poketto Monsutā,lg2016xdk,no,svod,1,1
2018-10-01,Taken,lg2016xdk,se,tvod,1,1
2018-10-01,Kung Fu Panda 2,ps4xdk,no,est,1,1
2018-10-01,Fantasten,samsung2016xdk,se,svod,1,1
2018-10-01,All Together Now - Danmark,atv,dk,svod,1,1
2018-10-01,Unforgettable,lg2018xdk,no,svod,1,1
2018-10-01,Ronja Rövardotter,ps4xdk,se,tvod,1,1
2018-10-01,Vollgas Freitag,pcdash,dk,svod,1,1
2018-10-01,Brad's Status,chromecast,se,svod,1,1
2018-10-01,Sommeren '92,pc,dk,tvod,1,1
2018-10-01,Fifty Shades of Grey,samsung2012xdk,no,est,1,1
2018-10-01,Ingen utan skuld,lg2017xdk,fi,svod,1,1
2018-10-01,X-Men: Apocalypse,samsung2017xdk,dk,svod,1,1
2018-10-01,"Ultimate Fighter, The",androiddash,se,svod,1,1
2018-10-01,Camp Kulinaris,ios,no,svod,1,1
2018-10-01,Home Alone,samsung2016xdk,fi,tvod,1,1
2018-10-01,Slumdog Millionaire,lg2017xdk,se,tvod,1,1
2018-10-01,Escape Plan 2: Hades,androiddash,dk,est,1,1
2018-10-01,Megamind,atv,se,tvod,1,1
2018-10-01,Harry Potter and the Philospher's Stone,samsung2012xdk,se,tvod,1,1
2018-10-01,"Hobbit, The: The Desolation of Smaug",androidxdk,se,tvod,1,1
2018-10-01,Pearl Harbor,lg2016xdk,se,tvod,1,1
2018-10-01,Despicable Me 3,androidxdk,se,est,1,1
2018-10-01,11.22.63,ps4xdk,no,svod,1,1
2018-10-01,Selma,ps4xdk,no,tvod,1,1
2018-10-01,Kickboxer Retaliation,ps4xdk,fi,tvod,1,1
2018-10-01,The Emoji Movie,samsung2016xdk,no,svod,1,1
2018-10-01,Curious George,samsung2016xdk,se,svod,1,1
2018-10-01,The Greatest Showman,androidxdk,se,tvod,1,1
2018-10-01,The Aviator,ios,no,svod,1,1
2018-10-01,Mamma Mia!,pcdash,se,est,1,1
2018-10-01,12 Strong,pcdash,no,est,1,1
2018-10-01,Kärlek och sex i Japan,samsung2017xdk,se,svod,1,1
2018-10-01,Coco,chromecast,dk,est,1,1
2018-10-01,Lethal Weapon,philips2017xdk,dk,svod,1,1
2018-10-01,The Final Girls,chromecast,se,svod,1,1
2018-10-01,En man som heter Ove,samsung2015xdk,se,tvod,1,1
2018-10-01,Thank You for Your Service,androiddash,no,svod,1,1
2018-10-01,"Nicky, Ricky, Dicky & Dawn",xboxonexdk,se,svod,1,1
2018-10-01,Shimmer and Shine,samsung2016xdk,dk,svod,1,1
2018-10-01,Sunny Bunnies,samsung2017xdk,fi,svod,1,1
2018-10-01,Guardians of the Galaxy,lg2017xdk,dk,tvod,1,1
2018-10-01,Blå Ögon,pcdashpr,se,svod,1,1
2018-10-01,Time Team,androiddash,se,svod,1,1
2018-10-01,The King of Queens,atv,no,svod,1,1
2018-10-01,Binny och spöket,androiddash,se,svod,1,1
2018-10-01,Prison Break Sequel,lg2015xdk,se,svod,1,1
2018-10-01,Jumanji: Welcome to the Jungle,androiddash,se,tvod,1,1
2018-10-01,The Snowman,androiddash,dk,svod,1,1
2018-10-01,Bulletproof Monk,samsung2014xdk,dk,svod,1,1
2018-10-01,Solsidan,ios,no,tvod,1,1
2018-10-01,Harry Potter and the Goblet of Fire,pcdash,fi,est,1,1
2018-10-01,Den of Thieves,ios,no,tvod,1,1
2018-10-01,The Snowman,samsung2015xdk,se,svod,1,1
2018-10-01,Victorious,samsung2013xdk,no,svod,1,1
2018-10-01,Högskolad,ios,se,svod,1,1
2018-10-01,The Lord of the Rings: The Return of the King,samsung2018xdk,se,tvod,1,1
2018-10-01,Hitman: Agent 47,pcdash,dk,tvod,1,1
2018-10-01,Kidnap,androiddash,no,tvod,1,1
2018-10-01,Gnome Alone,lg2015xdk,se,tvod,1,1
2018-10-01,Kung Fu Panda 3,lg2018xdk,fi,est,1,1
2018-10-01,Trolls,samsung2013xdk,no,tvod,1,1
2018-10-01,Angel,pcdash,dk,svod,1,1
2018-10-01,Argo,lg2017xdk,fi,tvod,1,1
2018-10-01,Mr. Robot,atv,dk,svod,1,1
2018-10-01,Harry Potter and the Prisoner of Azkaban,lg2016xdk,dk,tvod,1,1
2018-10-01,The Post,ios,fi,tvod,1,1
2018-10-01,Brüno,chromecast,dk,svod,1,1
2018-10-01,Hemliga beundrare,lg2013xdk,se,svod,1,1
2018-10-01,Midnight Sun,ps3xdk,no,tvod,1,1
2018-10-01,South Park,samsung2012xdk,no,svod,1,3
2018-10-01,Ondskan,lg2014xdk,dk,tvod,1,1
2018-10-01,Norm of the North,ios,se,svod,1,1
2018-10-01,Creed,atv,no,tvod,1,1
2018-10-01,Bridget Jones's Baby,pcdash,se,tvod,1,1
2018-10-01,"Smurfs, The Lost Village",androiddash,no,est,1,1
2018-10-01,UFC Top 10,samsung2017xdk,dk,svod,1,1
2018-10-01,National Treasure: Book of Secrets,pcdash,no,svod,1,1
2018-10-01,Around the World in 80 Days,chromecast,se,svod,1,1
2018-10-01,God's Own Country,androiddash,no,tvod,1,1
2018-10-01,Robin Hood: Prince of Thieves,ios,dk,tvod,1,1
2018-10-01,Eventyrlig oppussing,lg2016xdk,no,svod,1,1
2018-10-01,Fight Club,atv,se,tvod,1,1
2018-10-01,Transparent,pcdash,no,svod,1,1
2018-10-01,D3: The Mighty Ducks,ps4xdk,dk,svod,1,1
2018-10-01,LasseMajas detektivbyrå - Von Broms hemlighet,chromecast,no,tvod,1,1
2018-10-01,Jay Leno's Garage,samsung2017xdk,se,svod,1,1
2018-10-01,NHL Live,pchls,se,svod,1,1
2018-10-01,The Conjuring 2,ps3xdk,fi,tvod,1,1
2018-10-01,Spider-Man 3,androidxdk,fi,est,1,1
2018-10-01,Kurt Josef Wagle og mordmysteriet på Hurtigruta,ps4xdk,no,tvod,1,1
2018-10-01,The Great Wall,samsung2017xdk,dk,tvod,1,1
2018-10-01,På rymmen med Pippi Långstrump,androiddash,fi,est,1,1
2018-10-01,Mad Max: Fury Road,pchls,no,tvod,1,1
2018-10-01,Mighty Magiswords,atv,dk,svod,1,1
2018-10-01,Are You the One? - Sverige,lg2013xdk,se,svod,1,1
2018-10-01,Snow White and the Seven Dwarfs,samsung2014xdk,fi,svod,1,1
2018-10-01,Man of Steel,samsung2015xdk,se,tvod,1,1
2018-10-01,The Lego Movie,lg2016xdk,no,tvod,1,1
2018-10-01,Haven,pcdash,se,svod,1,1
2018-10-01,Flushed Away,ios,no,tvod,1,1
2018-10-01,Rig 45,samsung2014xdk,fi,svod,1,1
2018-10-01,Last Man on Earth,androidxdk,se,svod,1,1
2018-10-01,Star Wars: The Last Jedi,chromecast,dk,svod,1,1
2018-10-01,Wind River,androidxdk,fi,svod,1,1
2018-10-01,Pearl Harbor,samsung2014xdk,dk,tvod,1,1
2018-10-01,Law & Order: Special Victims Unit,samsung2018xdk,dk,svod,1,1
2018-10-01,The Hitman's Bodyguard,samsung2013xdk,fi,tvod,1,1
2018-10-01,Million Dollar Listing New York,philips2017xdk,se,svod,1,1
2018-10-01,24,ps4xdk,fi,svod,1,3
2018-10-01,Tina & Bettina,ps4xdk,no,tvod,1,1
2018-10-01,Sex and the City 2,samsung2016xdk,no,tvod,1,1
2018-10-01,Pitch Perfect,atv,se,tvod,1,1
2018-10-01,Wind River,lg2013xdk,se,svod,1,1
2018-10-01,Toy Story 3,samsung2014xdk,se,svod,1,1
2018-10-01,Flaskepost fra P,samsung2012xdk,dk,tvod,1,1
2018-10-01,Loving Pablo Escobar,samsung2014xdk,se,tvod,1,1
2018-10-01,Borat: Cultural Learnings of America..,chromecast,dk,tvod,1,1
2018-10-01,Hacksaw Ridge,samsung2017xdk,no,tvod,1,1
2018-10-01,The Lord of the Rings: The Return of the King,samsung2014xdk,se,tvod,1,1
2018-10-01,Sekunder från katastrof,pcdash,se,svod,1,1
2018-10-01,Verden ifølge Trump,atv,dk,svod,1,1
2018-10-01,UFC Unleashed,lg2017xdk,dk,svod,1,1
2018-10-01,High School Musical 2,androiddash,se,est,1,1
2018-10-01,Birth of the Dragon,chromecast,dk,tvod,1,1
2018-10-01,Last Man on Earth,lg2013xdk,dk,svod,1,1
2018-10-01,Monsters University,chromecast,se,est,1,1
2018-10-01,UFC Main event,chromecast,dk,svod,1,1
2018-10-01,From Paris with Love,ps4xdk,se,svod,1,1
2018-10-01,This Means War,samsung2015xdk,se,tvod,1,1
2018-10-01,Just Before I Go,androiddash,fi,svod,1,1
2018-10-01,Avengers: Infinity War,lg2016xdk,no,tvod,1,1
2018-10-01,StartUp,pcdash,dk,svod,1,4
2018-10-01,The Town,pcdashpr,no,tvod,1,1
2018-10-01,Batman Begins,androiddash,se,tvod,1,1
2018-10-01,Life of the Party,ps4xdk,se,est,1,1
2018-10-01,Prometheus,ps4xdk,no,est,1,1
2018-10-01,Scooby-Doo and the Robots,androiddash,se,tvod,1,1
2018-10-01,How to Train Your Dragon 2,samsung2012xdk,se,tvod,1,1
2018-10-01,The Good Doctor,pcdashpr,se,svod,1,1
2018-10-01,Om Nom Stories,lg2012xdk,no,svod,1,3
2018-10-01,Aladdin and the King of Thieves,chromecast,no,tvod,1,1
2018-10-01,Tinker Bell,ios,fi,svod,1,1
2018-10-01,Människosläktets äventyr,ios,se,svod,1,1
2018-10-01,Anger Management,pchls,dk,svod,1,1
2018-10-01,Sing,androiddash,fi,tvod,1,1
2018-10-01,Teströl és lélekröl,pcdash,fi,tvod,1,1
2018-10-01,New Amsterdam,ios,fi,svod,1,1
2018-10-01,Tree Fu Tom,samsung2014xdk,no,svod,1,2
2018-10-01,Million Dollar Listing New York,samsung2016xdk,se,svod,1,1
2018-10-01,Norm of the North,lg2017xdk,dk,svod,1,1
2018-10-01,Bamse och Tjuvstaden,samsung2017xdk,se,tvod,1,1
2018-10-01,Prison Break,xboxonexdk,fi,svod,1,2
2018-10-01,LOL,ios,fi,tvod,1,1
2018-10-01,Batman Ninja,ps4xdk,no,est,1,1
2018-10-01,The Edge of Seventeen,ios,dk,svod,1,1
2018-10-01,White Fang,atv,no,svod,1,1
2018-10-01,Apocalypse Neanderthal,androiddash,se,svod,1,1
2018-10-01,Tree Fu Tom,samsung2013xdk,no,svod,1,2
2018-10-01,The Hangover,pchls,fi,tvod,1,1
2018-10-01,Animal Kingdom,samsung2013xdk,no,svod,1,1
2018-10-01,Bleeding Steel,samsung2015xdk,dk,tvod,1,1
2018-10-01,The LEGO Ninjago Movie,androiddash,fi,est,1,1
2018-10-01,The Death Of Superman,samsung2017xdk,se,tvod,1,1
2018-10-01,Dora the Explorer,lg2018xdk,fi,svod,1,1
2018-10-01,Jackass Presents: Bad Grandpa,pcdash,no,tvod,1,1
2018-10-01,Poketto Monsutā,ps4xdk,fi,svod,1,7
2018-10-01,Kung Fu Panda: Legends of Awesomeness,atv,se,svod,1,1
2018-10-01,The Imitation Game,ios,no,tvod,1,1
2018-10-01,Pocahontas II: Journey to a New World,samsung2015xdk,se,svod,1,1
2018-10-01,The Magnificent Seven,androiddash,no,est,1,1
2018-10-01,Wild Wild West,ps4xdk,no,tvod,1,1
2018-10-01,Hansel & Gretel: Witch Hunters,chromecast,no,tvod,1,1
2018-10-01,Tom and Jerry In Shiver Me Whiskers,androiddash,dk,tvod,1,1
2018-10-01,LouLou De Montmartre - Swan Lake,androiddash,fi,tvod,1,1
2018-10-01,Tinker Bell,pchls,se,svod,1,1
2018-10-01,Ride,lg2017xdk,dk,svod,1,1
2018-10-01,MASTERCHEF DANMARK JUL,ps4xdk,dk,svod,1,1
2018-10-01,The Magicians,xboxonexdk,dk,svod,1,1
2018-10-01,Rush Hour,samsung2017xdk,se,tvod,1,1
2018-10-01,Pirates Of The Caribbean: At World's End,pcdash,no,est,1,1
2018-10-01,Split,pchls,no,tvod,1,1
2018-10-01,Skyline,atv,se,svod,1,1
2018-10-01,Transformers: Dark of the Moon,samsung2017xdk,fi,est,1,1
2018-10-01,Kiva Can Do!,samsung2017xdk,dk,svod,1,1
2018-10-01,Transparent,ios,dk,svod,1,1
2018-10-01,Henry Danger,samsung2018xdk,dk,svod,1,1
2018-10-01,South Park,lg2013xdk,dk,svod,1,1
2018-10-01,Descendants,lg2013xdk,dk,est,1,1
2018-10-01,Notorious,pcdash,se,svod,1,1
2018-10-01,Henry Danger,lg2012xdk,dk,svod,1,2
2018-10-01,How to Train Your Dragon 2,ps4xdk,no,tvod,1,1
2018-10-01,Harry Potter and the Philospher's Stone,xboxonexdk,se,tvod,1,1
2018-10-01,Bubble Guppies,xboxonexdk,fi,svod,1,1
2018-10-01,Captain America: The Winter Soldier,ios,fi,est,1,1
2018-10-01,Now That's Funny,samsung2017xdk,dk,svod,1,1
2018-10-01,Jurassic Park,samsung2014xdk,se,tvod,1,1
2018-10-01,Tomb Raider,lg2017xdk,dk,tvod,1,1
2018-10-01,The Penguins of Madagascar,pchls,se,svod,1,2
2018-10-01,The Mothman Prophecies,pcdashpr,dk,svod,1,1
2018-10-01,Varasto 2,lg2016xdk,fi,tvod,1,1
2018-10-01,Sofias änglar,atv,se,svod,1,1
2018-10-01,Star Wars: Episode V - The Empire Strikes Back,samsung2016xdk,no,est,1,1
2018-10-01,A Beautiful Mind,samsung2012xdk,fi,tvod,1,1
2018-10-01,Transformers,chromecast,no,tvod,1,1
2018-10-01,The Matrix,pcdashpr,dk,tvod,1,1
2018-10-01,Blitz,androiddash,se,svod,1,1
2018-10-01,Penguins of Madagascar,ios,se,tvod,1,1
2018-10-01,Romeo + Juliet,pcdash,fi,tvod,1,1
2018-10-01,American Dad,pchls,fi,svod,1,1
2018-10-01,A Beautiful Mind,ps4xdk,fi,tvod,1,1
2018-10-01,Die Hard,ps4xdk,se,tvod,1,1
2018-10-01,Wayward Pines,lg2016xdk,dk,svod,1,1
2018-10-01,Taggart,atv,dk,svod,1,1
2018-10-01,Pacific Rim: Uprising,samsung2016xdk,fi,tvod,1,1
2018-10-01,Interstellar,androiddash,se,tvod,1,1
2018-10-01,Bleed for This,ios,se,svod,1,1
2018-10-01,The Adventures of Tintin,androiddash,se,est,1,1
2018-10-01,Norm of the North,atv,se,svod,1,1
2018-10-01,Harry Potter and the Deathly Hallows: Part 2,lg2016xdk,se,tvod,1,1
2018-10-01,MLB live,androiddash,fi,svod,1,1
2018-10-01,Prison Break,ps4xdk,se,svod,1,1
2018-10-01,Rock Of Ages,chromecast,se,tvod,1,1
2018-10-01,Fifty Shades Freed - Extended Version,samsung2018xdk,se,tvod,1,1
2018-10-01,Toy Story 2,lg2016xdk,dk,svod,1,1
2018-10-01,Blaze and the monster machines,androiddash,no,svod,1,1
2018-10-01,Something's Gotta Give,ios,se,tvod,1,1
2018-10-01,The Lord of the Rings: The Return of the King,chromecast,fi,tvod,1,1
2018-10-01,Game Night,ios,dk,tvod,1,1
2018-10-01,Timeless,samsung2017xdk,no,svod,1,1
