dt,program_title,device_name,country_code,product_type,unique_users,content_count
2018-10-01,Ultimate Spider-Man,samsung2015xdk,se,svod,3,5
2018-10-01,Beck - Djävulens advokat,chromecast,se,tvod,3,3
2018-10-01,Blindspot,samsung2016xdk,se,svod,3,3
2018-10-01,The Brave,samsung2016xdk,se,svod,3,3
2018-10-01,Den of Thieves,pchls,no,tvod,3,3
2018-10-01,Svartsjön,pcdash,no,svod,3,3
2018-10-01,Formel 2 Live,pcdash,se,svod,3,3
2018-10-01,Harry Potter and the Order of the Phoenix,samsung2016xdk,no,tvod,3,3
2018-10-01,Rosewood,atv,dk,svod,3,4
2018-10-01,The Good Wife,androiddash,fi,svod,3,3
2018-10-01,NCIS,pcdashpr,se,svod,3,3
2018-10-01,Cam & Leon,androiddash,no,svod,3,5
2018-10-01,The Thundermans,samsung2013xdk,se,svod,3,3
2018-10-01,Deadpool,androiddash,no,tvod,3,3
2018-10-01,Wonder,pcdash,no,est,3,3
2018-10-01,LasseMajas detektivbyrå - Det första mysteriet,pcdash,se,est,3,3
2018-10-01,Team Umizoomi,atv,no,svod,3,4
2018-10-01,Pitch Perfect 3,pcdash,no,tvod,3,3
2018-10-01,Weeds,ps4xdk,fi,svod,3,3
2018-10-01,En Frygtelig Kvinde,androiddash,dk,tvod,3,3
2018-10-01,Harry Potter and the Deathly Hallows: Part 2,ps4xdk,no,tvod,3,3
2018-10-01,Mozart in the Jungle,atv,no,svod,3,3
2018-10-01,En Frygtelig Kvinde,ios,dk,tvod,3,3
2018-10-01,Family Guy,samsung2014xdk,se,svod,3,3
2018-10-01,The Night Shift,atv,se,svod,3,3
2018-10-01,A Quiet Place,ps4xdk,no,tvod,3,3
2018-10-01,Quantico,ps4xdk,se,svod,3,3
2018-10-01,The Tudors,ios,se,svod,3,3
2018-10-01,Animal Kingdom,androiddash,se,svod,3,8
2018-10-01,South Park,androidxdk,se,svod,3,4
2018-10-01,Cars 3,androiddash,no,est,3,3
2018-10-01,Weeds,pcdash,dk,svod,3,5
2018-10-01,The Other Woman,atv,se,svod,3,3
2018-10-01,PAW Patrol,samsung2012xdk,fi,svod,3,3
2018-10-01,The Fosters,atv,fi,svod,3,3
2018-10-01,Botched,ios,se,svod,3,3
2018-10-01,Askeladden - I Dovregubbens hall,pchls,dk,tvod,3,3
2018-10-01,Harry Potter and the Order of the Phoenix,lg2017xdk,fi,tvod,3,3
2018-10-01,Superliga Live,samsung2014xdk,dk,svod,3,3
2018-10-01,Love Island UK,pcdash,no,svod,3,3
2018-10-01,Love Island Norge,ps3xdk,no,svod,3,3
2018-10-01,Despicable Me,androiddash,se,est,3,3
2018-10-01,Captain Underpants: The First Epic Movie,chromecast,no,tvod,3,3
2018-10-01,Kingsman: The Secret Service,pcdash,dk,tvod,3,3
2018-10-01,Fast & Furious 7,pcdash,no,tvod,3,3
2018-10-01,X Company,atv,se,svod,3,3
2018-10-01,Dora the Explorer,lg2012xdk,se,svod,3,3
2018-10-01,Saw,samsung2017xdk,no,tvod,3,3
2018-10-01,Fifty Shades of Grey,pcdash,se,est,3,3
2018-10-01,South Park,lg2017xdk,fi,svod,3,3
2018-10-01,Hard Knocks,ios,dk,svod,3,3
2018-10-01,The Smurfs 2,pcdash,no,est,3,3
2018-10-01,Henry Danger,lg2016xdk,se,svod,3,4
2018-10-01,Fifty Shades Freed,ios,no,est,3,3
2018-10-01,Better Things,ios,se,svod,3,5
2018-10-01,Dumb and Dumber,ios,no,tvod,3,3
2018-10-01,Avengers: Infinity War,samsung2016xdk,dk,tvod,3,3
2018-10-01,Bubble Guppies,ios,no,svod,3,3
2018-10-01,"Hobbit, The: An Unexpected Journey",pcdash,dk,tvod,3,3
2018-10-01,Brickleberry,atv,dk,svod,3,3
2018-10-01,King of the Hill,ps4xdk,dk,svod,3,6
2018-10-01,Escape Plan 2: Hades,lg2016xdk,se,tvod,3,3
2018-10-01,Sportmagasin football,androiddash,dk,svod,3,3
2018-10-01,I Feel Pretty,pcdash,dk,est,3,3
2018-10-01,Tuntematon sotilas,ios,fi,tvod,3,3
2018-10-01,Golf,androiddash,fi,svod,3,3
2018-10-01,Life of the Party,chromecast,no,tvod,3,3
2018-10-01,"Ultimate Fighter, The",ios,se,svod,3,3
2018-10-01,The Commuter,pcdash,no,tvod,3,3
2018-10-01,Futurama,lg2017xdk,se,svod,3,4
2018-10-01,Logan,pcdash,se,tvod,3,3
2018-10-01,Dyrene i hakkebakkeskogen,lg2016xdk,no,est,3,3
2018-10-01,It's Always Sunny in Philadelphia,ios,dk,svod,3,4
2018-10-01,State of Play,androiddash,no,tvod,3,3
2018-10-01,The Fault in Our Stars,pcdash,dk,tvod,3,3
2018-10-01,Angel,ios,se,svod,3,3
2018-10-01,Sherlock Gnomes,chromecast,se,tvod,3,3
2018-10-01,SpongeBob SquarePants,samsung2013xdk,no,svod,3,3
2018-10-01,Captain America: Civil War,pcdash,se,est,3,3
2018-10-01,Klassefesten 3 - Dåben,ps4xdk,dk,est,3,3
2018-10-01,NCIS,pcdashpr,dk,svod,3,3
2018-10-01,Adventures of Chuck & Friends,ios,se,svod,3,4
2018-10-01,Empire,samsung2016xdk,fi,svod,3,4
2018-10-01,Solo: A Star Wars Story,ios,dk,est,3,3
2018-10-01,Borg,atv,se,est,3,3
2018-10-01,Blockers,ios,se,tvod,3,3
2018-10-01,Transformers: Revenge of the Fallen,pchls,no,tvod,3,3
2018-10-01,Fuglene over sundet,chromecast,dk,tvod,3,3
2018-10-01,Hånd i hånd,lg2018xdk,dk,svod,3,3
2018-10-01,Frozen,lg2017xdk,no,est,3,3
2018-10-01,How I Met Your Mother,samsung2016xdk,no,svod,3,4
2018-10-01,Beyond,ios,fi,svod,3,3
2018-10-01,South Park,samsung2016xdk,fi,svod,3,5
2018-10-01,Svartsjön,samsung2017xdk,se,svod,3,3
2018-10-01,Preacher,chromecast,se,svod,3,4
2018-10-01,The Blacklist,pchls,dk,svod,3,3
2018-10-01,Conspiracy,androiddash,dk,svod,3,4
2018-10-01,The Commuter,samsung2016xdk,se,tvod,3,3
2018-10-01,The Walking Dead,androidxdk,se,svod,3,3
2018-10-01,Harry Potter and the Prisoner of Azkaban,ps4xdk,se,tvod,3,3
2018-10-01,Adventure Time,chromecast,dk,svod,3,3
2018-10-01,A Quiet Place,ps4xdk,fi,tvod,3,3
2018-10-01,Doc McStuffins,androiddash,se,svod,3,3
2018-10-01,Lego Chima,ios,se,svod,3,3
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2016xdk,se,svod,3,3
2018-10-01,The X-Files,samsung2013xdk,dk,svod,3,3
2018-10-01,Lethal Weapon,androidxdk,no,svod,3,3
2018-10-01,Askeladden - I Dovregubbens hall,samsung2015xdk,se,tvod,3,3
2018-10-01,Gränsbevakarna Australien,androiddash,se,svod,3,4
2018-10-01,Harry Potter and the Goblet of Fire,samsung2016xdk,fi,tvod,3,3
2018-10-01,Harry Potter and the Deathly Hallows: Part 2,samsung2017xdk,dk,tvod,3,3
2018-10-01,Jessie,ps4xdk,dk,svod,3,3
2018-10-01,School of Rock,androiddash,se,svod,3,3
2018-10-01,Wild Card,chromecast,se,svod,3,3
2018-10-01,The Emoji Movie,chromecast,se,svod,3,3
2018-10-01,Coco,ios,no,est,3,3
2018-10-01,Pacific Rim: Uprising,ios,dk,tvod,3,3
2018-10-01,Prison Break Sequel,pcdash,no,svod,3,3
2018-10-01,The Royals,atv,no,svod,3,3
2018-10-01,Titanic,chromecast,no,tvod,3,3
2018-10-01,Conor McGregor: Notorious,pcdash,no,tvod,3,3
2018-10-01,"Hobbit, The: The Battle of the Five Armies",pcdash,dk,tvod,3,3
2018-10-01,Efterlyst,pchls,se,svod,3,3
2018-10-01,Johnny English,ps4xdk,se,tvod,3,3
2018-10-01,Girls Trip,ios,dk,svod,3,3
2018-10-01,Valor,pcdash,no,svod,3,4
2018-10-01,Brickleberry,ios,se,svod,3,3
2018-10-01,Fifty Shades Freed,androiddash,se,tvod,3,3
2018-10-01,Avengers: Infinity War,samsung2017xdk,no,est,3,3
2018-10-01,Unfabulous,androiddash,dk,svod,3,4
2018-10-01,The Dark Knight Rises,samsung2017xdk,no,tvod,3,3
2018-10-01,Tomb Raider,samsung2014xdk,se,tvod,3,3
2018-10-01,Empire,samsung2017xdk,no,svod,3,3
2018-10-01,Thunderbirds Are Go,ios,dk,svod,3,4
2018-10-01,Better Things,chromecast,se,svod,3,4
2018-10-01,Mountain Men,androiddash,se,svod,3,3
2018-10-01,Jigsaw,ps4xdk,se,svod,3,3
2018-10-01,The Loud House,chromecast,dk,svod,3,4
2018-10-01,"Hobbit, The: An Unexpected Journey",pcdash,fi,tvod,3,3
2018-10-01,Charterfeber,ps3xdk,no,svod,3,3
2018-10-01,Solo: A Star Wars Story,samsung2018xdk,fi,tvod,3,3
2018-10-01,Soy Luna,chromecast,se,svod,3,4
2018-10-01,The Good Dinosaur,ios,no,tvod,3,3
2018-10-01,"Nicky, Ricky, Dicky & Dawn",chromecast,no,svod,3,3
2018-10-01,Timeless,ios,no,svod,3,5
2018-10-01,Now You See Me 2,ios,dk,tvod,3,3
2018-10-01,Shimmer and Shine,samsung2013xdk,se,svod,3,3
2018-10-01,Dagens mand,chromecast,dk,svod,3,4
2018-10-01,Flaskepost fra P,lg2016xdk,dk,tvod,3,3
2018-10-01,Buffy the Vampire Slayer,androiddash,fi,svod,3,3
2018-10-01,Underground,atv,se,svod,3,4
2018-10-01,Transformers: Dark of the Moon,ps4xdk,no,tvod,3,3
2018-10-01,Sing,ios,se,tvod,3,3
2018-10-01,The Shape of Water,androiddash,fi,tvod,3,3
2018-10-01,Redningskvinder,pcdash,dk,svod,3,3
2018-10-01,Jigsaw,chromecast,dk,svod,3,3
2018-10-01,Last Man Standing,atv,dk,svod,3,3
2018-10-01,Peppy Pals,ios,dk,svod,3,4
2018-10-01,Cam & Leon,ios,dk,svod,3,4
2018-10-01,See Dad Run,ios,dk,svod,3,3
2018-10-01,Despicable Me 2,chromecast,no,tvod,3,3
2018-10-01,Barclays Premier League Football Live,samsung2015xdk,se,svod,3,3
2018-10-01,Kung Fu Panda 3,ios,se,est,3,3
2018-10-01,The Night Shift,pcdash,dk,svod,3,5
2018-10-01,Postman Pat: Special Delivery Service,atv,fi,svod,3,4
2018-10-01,Askeladden - I Dovregubbens hall,androiddash,fi,tvod,3,3
2018-10-01,Quantico,androiddash,dk,svod,3,3
2018-10-01,Tinker Bell,chromecast,dk,svod,3,3
2018-10-01,Vikings,samsung2014xdk,se,svod,3,4
2018-10-01,NFL Network,androiddash,fi,svod,3,3
2018-10-01,iCarly,pcdash,no,svod,3,3
2018-10-01,The Silence of the Lambs,pcdash,se,tvod,3,3
2018-10-01,Blaze and the Monster Machines,lg2017xdk,se,svod,3,5
2018-10-01,Frozen,lg2017xdk,dk,est,3,3
2018-10-01,Angry Birds Toons,ios,dk,svod,3,4
2018-10-01,Avengers: Infinity War,samsung2017xdk,dk,tvod,3,3
2018-10-01,Escape Plan 2: Hades,samsung2014xdk,se,tvod,3,3
2018-10-01,Peppa Pig,ps3xdk,fi,svod,3,15
2018-10-01,Harry Potter and the Deathly Hallows: Part 2,samsung2016xdk,se,tvod,3,3
2018-10-01,NHL Live,ps4xdk,se,svod,3,3
2018-10-01,Taken 2,chromecast,se,tvod,3,3
2018-10-01,Notorious,chromecast,se,svod,3,3
2018-10-01,The Penguins of Madagascar,ps4xdk,se,svod,3,3
2018-10-01,Fireman Sam,samsung2013xdk,no,svod,3,7
2018-10-01,Luksusfellen,lg2017xdk,no,svod,3,3
2018-10-01,Sing,samsung2014xdk,se,tvod,3,3
2018-10-01,The Commuter,ps4xdk,no,tvod,3,3
2018-10-01,Max Manus,pcdash,no,tvod,3,3
2018-10-01,The Jungle Book,pcdash,se,est,3,3
2018-10-01,The Fosters,lg2015xdk,dk,svod,3,3
2018-10-01,Sex And The City,ios,se,tvod,3,3
2018-10-01,It,pcdash,se,tvod,3,3
2018-10-01,Solo: A Star Wars Story,samsung2017xdk,dk,tvod,3,3
2018-10-01,The Lord of the Rings: The Two Towers,samsung2017xdk,se,tvod,3,3
2018-10-01,Birkebeinerne,pcdash,no,est,3,3
2018-10-01,Pearl Harbor,chromecast,se,tvod,3,3
2018-10-01,Counterpart,ios,dk,svod,3,3
2018-10-01,PAW Patrol,lg2017xdk,fi,svod,3,3
2018-10-01,Fantasten,lg2016xdk,dk,svod,3,3
2018-10-01,School of rock,ios,se,svod,3,3
2018-10-01,Peppa Pig,samsung2016xdk,no,svod,3,4
2018-10-01,Luksusfælden,lg2013xdk,dk,svod,3,3
2018-10-01,Avengers: Age of Ultron,ios,no,est,3,3
2018-10-01,Unforgettable,chromecast,no,svod,3,5
2018-10-01,Last Man on Earth,ios,se,svod,3,4
2018-10-01,"Hobbit, The: An Unexpected Journey",androiddash,no,tvod,3,3
2018-10-01,Harry Potter and the Prisoner of Azkaban,androiddash,dk,tvod,3,3
2018-10-01,NHL Live,xboxonexdk,fi,svod,3,3
2018-10-01,Deadpool 2,samsung2014xdk,no,est,3,3
2018-10-01,NCIS,samsung2016xdk,no,svod,3,3
2018-10-01,Henry Danger,lg2015xdk,se,svod,3,4
2018-10-01,Fasandræberne,chromecast,dk,tvod,3,3
2018-10-01,Kevin Can Wait,androiddash,no,svod,3,3
2018-10-01,Ondskan,pcdash,se,tvod,3,3
2018-10-01,Million Dollar Listing New York,atv,se,svod,3,3
2018-10-01,Fifty Shades of Grey,pcdash,no,est,3,3
2018-10-01,Pearl Harbor,ios,se,tvod,3,3
2018-10-01,Scrubs,lg2014xdk,se,svod,3,4
2018-10-01,Hereditary,samsung2017xdk,no,est,3,3
2018-10-01,Sing,pcdash,no,tvod,3,3
2018-10-01,Now You See Me 2,chromecast,dk,tvod,3,3
2018-10-01,Love Island Norge,lg2013xdk,no,svod,3,3
2018-10-01,The Divergent Series: Allegiant,androidxdk,se,est,3,3
2018-10-01,Soy Luna,androiddash,no,svod,3,3
2018-10-01,Blindspot,ps4xdk,se,svod,3,4
2018-10-01,StartUp,androiddash,se,svod,3,3
2018-10-01,Teen mom OG,ios,se,svod,3,3
2018-10-01,The Blacklist,lg2014xdk,no,svod,3,3
2018-10-01,NCIS,samsung2017xdk,se,svod,3,4
2018-10-01,Blumhouse's Truth or Dare,samsung2016xdk,fi,tvod,3,3
2018-10-01,Outlander,samsung2017xdk,dk,svod,3,7
2018-10-01,Conviction,ios,dk,svod,3,3
2018-10-01,NFL Live,atv,dk,svod,3,3
2018-10-01,Baywatch,ps4xdk,se,tvod,3,3
2018-10-01,Avengers: Infinity War,lg2017xdk,fi,tvod,3,3
2018-10-01,Så længe jeg lever,ps4xdk,dk,tvod,3,3
2018-10-01,Shimmer and Shine,androiddash,no,svod,3,3
2018-10-01,The Haunted Hathaways,ps4xdk,dk,svod,3,3
2018-10-01,Svenska Hollywoodfruar,samsung2013xdk,se,svod,3,3
2018-10-01,Vikings,panasonic2014,dk,svod,3,3
2018-10-01,Utøya 22. juli,ps3xdk,no,tvod,3,3
2018-10-01,Seinfeld,lg2015xdk,se,svod,3,5
2018-10-01,Aftonbladet Morgon,ios,se,svod,3,3
2018-10-01,Penny Dreadful,atv,se,svod,3,3
2018-10-01,Fifty Shades Darker (Extended version),androiddash,fi,est,3,3
2018-10-01,Outlander,pcdash,fi,svod,3,3
2018-10-01,Underground,pcdash,se,svod,3,3
2018-10-01,Midnight Sun,ios,dk,tvod,3,3
2018-10-01,Saw,pcdash,no,tvod,3,3
2018-10-01,Boligkøb i Blinde,ios,dk,svod,3,3
2018-10-01,Glee,chromecast,no,svod,3,4
2018-10-01,Henry Danger,atv,no,svod,3,6
2018-10-01,Den of Thieves,samsung2017xdk,fi,tvod,3,3
2018-10-01,The Incredibles,atv,no,svod,3,3
2018-10-01,Hånd i hånd,lg2017xdk,dk,svod,3,3
2018-10-01,Grand Designs Australien,atv,se,svod,3,3
2018-10-01,Nashville,samsung2015xdk,se,svod,3,3
2018-10-01,Pippi Långstrump på de sju haven,chromecast,se,tvod,3,3
2018-10-01,The Night Shift,androiddash,se,svod,3,4
2018-10-01,Masha i Medved,samsung2017xdk,no,svod,3,6
2018-10-01,King of the Hill,androidxdk,fi,svod,3,4
2018-10-01,Harry Potter and the Chamber of Secrets,lg2015xdk,se,tvod,3,3
2018-10-01,Solo: A Star Wars Story,androiddash,no,est,3,3
2018-10-01,Blumhouse's Truth or Dare,ps4xdk,no,tvod,3,3
2018-10-01,Hunter Street,atv,dk,svod,3,3
2018-10-01,The Fosters,samsung2018xdk,dk,svod,3,3
2018-10-01,Sportmagasin football,chromecast,se,svod,3,3
2018-10-01,Fantastic Beasts and Where to Find Them,chromecast,se,tvod,3,3
2018-10-01,Angry Birds Blues,androiddash,se,svod,3,5
2018-10-01,"Hobbit, The: An Unexpected Journey",samsung2017xdk,no,tvod,3,3
2018-10-01,Black-ish,pcdash,se,svod,3,3
2018-10-01,Den of Thieves,samsung2014xdk,se,tvod,3,3
2018-10-01,Deadpool 2,samsung2015xdk,se,est,3,3
2018-10-01,The Brave,pcdash,no,svod,3,4
2018-10-01,Jumanji: Welcome to the Jungle,ps4xdk,dk,tvod,3,3
2018-10-01,Ray Donovan,chromecast,se,svod,3,3
2018-10-01,Mamma Mia!,pcdash,no,tvod,3,3
2018-10-01,It's Always Sunny in Philadelphia,atv,no,svod,3,4
2018-10-01,The Best of Me,pcdash,se,svod,3,3
2018-10-01,We Bare Bears,chromecast,dk,svod,3,3
2018-10-01,Fireman Sam - Heroes of the storm,ios,no,tvod,3,3
2018-10-01,National Treasure: Book of Secrets,ios,fi,svod,3,3
2018-10-01,Inside Out,ios,no,est,3,3
2018-10-01,iCarly,chromecast,dk,svod,3,5
2018-10-01,NFL Live,samsung2016xdk,se,svod,3,3
2018-10-01,Vikings,lg2016xdk,no,svod,3,3
2018-10-01,Ultimate Spider-Man,atv,se,svod,3,3
2018-10-01,Cloudy With A Chance Of Meatballs,chromecast,dk,svod,3,5
2018-10-01,Despicable Me 3,samsung2014xdk,se,est,3,3
2018-10-01,The Matrix,pcdash,fi,tvod,3,3
2018-10-01,TV3 Dokumentär,androiddash,se,svod,3,3
2018-10-01,Johnny English,ps4xdk,no,tvod,3,3
2018-10-01,Captain Underpants: The First Epic Movie,androiddash,no,tvod,3,3
2018-10-01,Moana,ps4xdk,no,est,3,3
2018-10-01,Harvey Beaks,atv,se,svod,3,4
2018-10-01,Call Me By Your Name,pchls,no,tvod,3,3
2018-10-01,Lego Chima,ios,dk,svod,3,4
2018-10-01,NCIS: Los Angeles,samsung2015xdk,se,svod,3,3
2018-10-01,The Walking Dead,lg2016xdk,dk,svod,3,3
2018-10-01,Call The Midwife,pcdash,se,svod,3,3
2018-10-01,Thunderbirds Are Go,androiddash,dk,svod,3,3
2018-10-01,Liv and Maddie,atv,dk,svod,3,4
2018-10-01,Predator 2,ios,se,tvod,3,3
2018-10-01,Ready Player One,pcdash,no,est,3,3
2018-10-01,A Bad Moms Christmas,chromecast,no,tvod,3,3
2018-10-01,Moana,samsung2014xdk,no,est,3,3
2018-10-01,MasterChef - Danmarks største madtalenter,androiddash,dk,svod,3,3
2018-10-01,Lethal Weapon,xboxonexdk,no,svod,3,4
2018-10-01,A Quiet Place,chromecast,se,tvod,3,3
2018-10-01,Futurama,androidxdk,dk,svod,3,6
2018-10-01,Harry Potter and the Half Blood Prince,ios,dk,tvod,3,3
2018-10-01,Cars 3,atv,dk,svod,3,3
2018-10-01,Glee,pcdash,fi,svod,3,4
2018-10-01,Adventures of Chuck & Friends,samsung2014xdk,se,svod,3,3
2018-10-01,The Devil Wears Prada,pcdash,se,tvod,3,3
2018-10-01,The Fosters,pcdashpr,se,svod,3,4
2018-10-01,Family Guy,samsung2013xdk,fi,svod,3,9
2018-10-01,Empire,samsung2014xdk,fi,svod,3,3
2018-10-01,Forsidefruer,lg2015xdk,dk,svod,3,3
2018-10-01,Scrubs,lg2017xdk,se,svod,3,4
2018-10-01,CSI,ios,se,svod,3,3
2018-10-01,Fifty Shades Freed - Extended Version,ps4xdk,no,tvod,3,3
2018-10-01,Pawn Stars,pcdash,se,svod,3,3
2018-10-01,Vores vejr,ios,dk,svod,3,3
2018-10-01,Outlander,samsung2015xdk,se,svod,3,3
2018-10-01,Escape Plan 2: Hades,samsung2015xdk,fi,tvod,3,3
2018-10-01,Bosch,ios,se,svod,3,3
2018-10-01,Blindspot,lg2017xdk,no,svod,3,3
2018-10-01,Hånd i hånd,samsung2015xdk,dk,svod,3,3
2018-10-01,Go' aften Danmark,atv,dk,svod,3,3
2018-10-01,Only The Brave,samsung2017xdk,se,svod,3,3
2018-10-01,"Hobbit, The: The Battle of the Five Armies",androiddash,se,tvod,3,3
2018-10-01,KHL,lg2013xdk,fi,svod,3,3
2018-10-01,Beatles,pchls,no,tvod,3,3
2018-10-01,På rymmen med Pippi Långstrump,pcdash,se,tvod,3,3
2018-10-01,S.W.A.T.,lg2016xdk,no,svod,3,3
2018-10-01,Børnelokkerne,samsung2017xdk,dk,svod,3,3
2018-10-01,Angry Birds Toons,atv,no,svod,3,16
2018-10-01,Red Sparrow,ios,se,tvod,3,3
2018-10-01,South Park,pchls,fi,svod,3,4
2018-10-01,PAW Patrol,lg2017xdk,no,svod,3,4
2018-10-01,Hassel,androiddash,se,svod,3,3
2018-10-01,Game Shakers,androiddash,dk,svod,3,3
2018-10-01,Ben 10,ps4xdk,se,svod,3,3
2018-10-01,The Loud House,pcdash,dk,svod,3,3
2018-10-01,Pacific Rim: Uprising,pcdash,no,tvod,3,3
2018-10-01,Zootopia,chromecast,se,est,3,3
2018-10-01,National Treasure,pcdash,dk,svod,3,3
2018-10-01,Den utrolige historie om den kæmpestore pære,androiddash,dk,svod,3,3
2018-10-01,Valhalla,ios,dk,tvod,3,3
2018-10-01,Fresh Off the Boat,chromecast,dk,svod,3,3
2018-10-01,Life of the Party,pcdash,fi,tvod,3,3
2018-10-01,Gone,chromecast,dk,svod,3,3
2018-10-01,Quantico,chromecast,dk,svod,3,3
2018-10-01,Minions,chromecast,no,est,3,3
2018-10-01,Ligue 2 live,atv,se,svod,3,3
2018-10-01,The Commuter,pcdash,dk,est,3,3
2018-10-01,The Penguins of Madagascar,chromecast,dk,svod,3,3
2018-10-01,Future World,androiddash,no,tvod,3,3
2018-10-01,The Arrangement,atv,se,svod,3,3
2018-10-01,Bones,samsung2016xdk,dk,svod,3,4
2018-10-01,Tomb Raider,androiddash,dk,tvod,3,3
2018-10-01,Scrubs,samsung2017xdk,se,svod,3,4
2018-10-01,Mighty Magiswords,androiddash,no,svod,3,4
2018-10-01,Den 12. mann,ios,no,tvod,3,3
2018-10-01,State of Play,atv,se,tvod,3,3
2018-10-01,Lailaland,ios,se,svod,3,3
2018-10-01,"Hobbit, The: The Battle of the Five Armies",ps4xdk,no,tvod,3,3
2018-10-01,Avengers: Infinity War,ps3xdk,no,tvod,3,3
2018-10-01,Teenage Mutant Ninja Turtles,ps4xdk,se,svod,3,6
2018-10-01,Harry Potter and the Chamber of Secrets,pchls,no,tvod,3,3
2018-10-01,Antiques Road Trip,atv,se,svod,3,3
2018-10-01,Fifty Shades of Grey,pcdash,se,tvod,3,3
2018-10-01,Doc McStuffins,atv,dk,svod,3,4
2018-10-01,Better Things,pcdash,no,svod,3,6
2018-10-01,Superliga Live,samsung2013xdk,dk,svod,3,3
2018-10-01,iCarly,pcdashpr,dk,svod,3,3
2018-10-01,Thor: Ragnarok,chromecast,dk,svod,3,3
2018-10-01,Fifty Shades Freed - Extended Version,samsung2017xdk,no,tvod,3,3
2018-10-01,New Amsterdam,lg2016xdk,dk,svod,3,3
2018-10-01,Det bästa av Haverikommissionen,ios,se,svod,3,3
2018-10-01,Postman Pat: Special Delivery Service,androiddash,fi,svod,3,3
2018-10-01,The Powerpuff Girls,chromecast,se,svod,3,3
2018-10-01,Ben 10,lg2016xdk,se,svod,3,3
2018-10-01,"Go, Diego! Go!",chromecast,dk,svod,3,4
2018-10-01,The Princess and the Frog,pcdash,se,tvod,3,3
2018-10-01,Familien fra Bryggen,samsung2015xdk,dk,svod,3,3
2018-10-01,The Good Doctor,lg2015xdk,se,svod,3,3
2018-10-01,Regionale nyheder,pcdash,dk,svod,3,4
2018-10-01,Postman Pat: Special Delivery Service,androiddash,se,svod,3,3
2018-10-01,Deadpool,chromecast,se,tvod,3,3
2018-10-01,The Amazing World of Gumball,chromecast,dk,svod,3,3
2018-10-01,Solo: A Star Wars Story,pchls,dk,tvod,3,3
2018-10-01,Så længe jeg lever,samsung2017xdk,dk,tvod,3,3
2018-10-01,South Park,samsung2014xdk,fi,svod,3,5
2018-10-01,Deadpool 2,xboxonexdk,se,est,3,3
2018-10-01,Team Umizoomi,androidxdk,dk,svod,3,4
2018-10-01,Absentia,chromecast,dk,svod,3,3
2018-10-01,The Night Shift,androiddash,no,svod,3,4
2018-10-01,UFC Main event,pcdash,fi,svod,3,3
2018-10-01,Animal Kingdom,androiddash,dk,svod,3,3
2018-10-01,Barclays Premier League Football Live,pchls,dk,svod,3,3
2018-10-01,Fifty Shades Freed,androiddash,fi,tvod,3,3
2018-10-01,Graceland,ios,se,svod,3,4
2018-10-01,Advokaten,androiddash,se,svod,3,3
2018-10-01,Avengers: Infinity War,lg2015xdk,no,tvod,3,3
2018-10-01,Pitch Perfect 3,pcdash,se,tvod,3,3
2018-10-01,Lyxfällan,samsung2017xdk,se,svod,3,3
2018-10-01,Go' morgen Danmark,ios,dk,svod,3,3
2018-10-01,UFC Main event,androiddash,dk,svod,3,3
2018-10-01,Frasier,androiddash,no,svod,3,4
2018-10-01,Million Dollar Listing New York,androiddash,se,svod,3,3
2018-10-01,Solo: A Star Wars Story,lg2017xdk,dk,tvod,3,3
2018-10-01,Tomb Raider,samsung2015xdk,se,tvod,3,3
2018-10-01,Lailaland,atv,se,svod,3,3
2018-10-01,The Imitation Game,pcdash,no,tvod,3,3
2018-10-01,Svartsjön,atv,no,svod,3,3
2018-10-01,Vikings,ps4xdk,no,svod,3,3
2018-10-01,Avengers: Infinity War,samsung2013xdk,dk,tvod,3,3
2018-10-01,Fuglene over sundet,ios,dk,tvod,3,3
2018-10-01,Paradise Hotel Norge,pcdashpr,no,svod,3,3
2018-10-01,Marvin Marvin,lg2015xdk,se,svod,3,4
2018-10-01,Will & Grace,ios,no,svod,3,5
2018-10-01,Mortdecai,ios,dk,svod,3,3
2018-10-01,Frozen,ps3xdk,no,est,3,3
2018-10-01,Spider-Man: Homecoming,androiddash,fi,svod,3,3
2018-10-01,The Tudors,pcdash,dk,svod,3,3
2018-10-01,Beck-Den tunna isen,pcdash,fi,tvod,3,3
2018-10-01,Prison Break Sequel,chromecast,dk,svod,3,3
2018-10-01,Rampage,chromecast,dk,tvod,3,3
2018-10-01,American Dad,androidxdk,se,svod,3,4
2018-10-01,Fireman Sam,ps3xdk,fi,svod,3,4
2018-10-01,War For The Planet Of The Apes,pcdash,dk,tvod,3,3
2018-10-01,"Go, Diego! Go!",androiddash,dk,svod,3,4
2018-10-01,Fifty Shades Freed,androiddash,se,est,3,3
2018-10-01,Det Stora Experimentet,ios,se,svod,3,3
2018-10-01,Henry Danger,ps4xdk,se,svod,3,4
2018-10-01,S.W.A.T.,lg2016xdk,dk,svod,3,3
2018-10-01,Logan,pcdash,fi,tvod,3,3
2018-10-01,"Hobbit, The: The Battle of the Five Armies",androiddash,dk,tvod,3,3
2018-10-01,NCIS,lg2016xdk,no,svod,3,3
2018-10-01,Fireman Sam: Alien Alert! The Movie,ios,se,tvod,3,3
2018-10-01,State of Play,pcdash,dk,tvod,3,3
2018-10-01,Jessie,chromecast,se,svod,3,3
2018-10-01,New Amsterdam,samsung2015xdk,dk,svod,3,3
